id;referencia;nome_produto;marca;categoria;especificacao;caracteristicas;preco_eur;preco_formatado;pagina_catalogo
163;28910;ESTELITE SIGMA QUICK;Tokuyama;RESTAURACIÓN;BW;Reposición jeringa 3,8 gr.;69.38;69,38 €;48
164;28920;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;A1B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
165;28921;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;A2B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
166;28922;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;A3B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
167;28923;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;A3.5B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
168;28924;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;A4B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
169;28925;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;B3B;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
170;28926;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;BL;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
171;28927;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;NE;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
172;28928;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;WE;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
173;28929;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;YE;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
174;28930;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;TE;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
175;28931;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;OcE;1 jeringa de 2.1 ml (4.0 gr.);72.8;72,80 €;49
176;28932;ESTELITE ASTERIA JERINGA ESSENTIAL KIT;Tokuyama;RESTAURACIÓN;;Kit de 7 jeringas (A1B, A2B, A3B, A3.5B, A4B, NE,OcE).;455.19;455,19 €;49
177;28933;ESTELITE ASTERIA JERINGA;Tokuyama;RESTAURACIÓN;1 ud.;Estelite Asteria guía de colores. esmalte brindan efectos análogos al esmalte del diente natural.;60.46;60,46 €;49
178;28843;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;1 ud.;Guia Color Estelite Sigma Quick.;48.23;48,23 €;50
179;28845;ESTELITE SIGMA QUICK KIT 3 JERINGAS;Tokuyama;RESTAURACIÓN;;3 jeringas de 3,8 gr. (A2, A3, OA3.).;169.8;169,80 €;50
180;28847;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;A1;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
181;28848;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;A2;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
182;28849;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;A3;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
183;28850;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;A3.5;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
184;28851;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;A4;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
185;28853;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;B1;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
186;28854;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;B2;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
187;28855;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;B3;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
188;28857;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;C1;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
189;28858;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;C2;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
190;28859;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;C3;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
191;28860;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;OA1;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
192;28861;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;OA2;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
193;28862;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;OA3;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
194;28863;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;OPA2;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
195;28864;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;CE (Inc.);20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
196;28865;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;BW;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
197;28866;Composites universales ESTELITE SIGMA QUICK PLT/COMPULES;Tokuyama;RESTAURACIÓN;WE;20 PLT/Compules de 0,2 gr.;95.22;95,22 €;50
198;28934;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Transparente;1 jeringa de 1.0 gr.;63.03;63,03 €;50
199;28935;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Blanco;1 jeringa de 1.0 gr.;63.03;63,03 €;50
200;28936;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Azul;1 jeringa de 1.0 gr.;63.03;63,03 €;50
201;28937;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Amarillo;1 jeringa de 1.0 gr.;63.03;63,03 €;50
202;28938;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Gris;1 jeringa de 1.0 gr.;63.03;63,03 €;50
203;28939;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Ocre;1 jeringa de 1.0 gr.;63.03;63,03 €;50
204;28940;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Marrón oscuro;1 jeringa de 1.0 gr.;63.03;63,03 €;50
205;28941;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Rojo;1 jeringa de 1.0 gr.;63.03;63,03 €;50
206;28942;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Lavanda;1 jeringa de 1.0 gr.;63.03;63,03 €;50
207;28943;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Rosa opaco;1 jeringa de 1.0 gr.;63.03;63,03 €;50
208;28944;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Croma alto opaco;1 jeringa de 1.0 gr.;63.03;63,03 €;50
209;28945;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Croma medio opaco;1 jeringa de 1.0 gr.;63.03;63,03 €;50
210;28946;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Croma bajo opaco;1 jeringa de 1.0 gr.;63.03;63,03 €;50
211;28947;ESTELITE ® COLOR;Tokuyama;RESTAURACIÓN;Estelite color kit;13 jeringas x 0,9 gr (azul, gris, lavanda, ocre, marrón oscuro, blanco, amarillo, rojo, claro, PO, LCO, MCO, HCO) + 15 puntas + 15 tapas + 5 pocillos de mezcla.;616.71;616,71 €;50
212;28912;ESTELITE POSTERIOR QUICK;Tokuyama;RESTAURACIÓN;PA1;1 jeringa, 2,0 ml (4,2;72.95;72,95 €;51
213;28913;ESTELITE POSTERIOR QUICK;Tokuyama;RESTAURACIÓN;PA2;1 jeringa, 2,0 ml (4,2;72.95;72,95 €;51
214;28914;ESTELITE POSTERIOR QUICK;Tokuyama;RESTAURACIÓN;PA3;1 jeringa, 2,0 ml (4,2;72.95;72,95 €;51
215;28915;ESTELITE POSTERIOR QUICK;Tokuyama;RESTAURACIÓN;PCE;1 jeringa, 2,0 ml (4,2;72.95;72,95 €;51
216;28970;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A1;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
217;28971;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A2;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
218;28972;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
219;28973;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3.5;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
220;28974;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A4;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
221;28975;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A5;1 jeringa de 1 ml. (1,7;47.01;47,01 €;51
222;28976;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;B3;Guía de colores.;47.01;47,01 €;51
223;28977;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA2;Guía de colores.;47.01;47,01 €;51
224;28978;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA3;Guía de colores.;47.01;47,01 €;51
225;28979;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA4;50 uds.;47.01;47,01 €;51
226;28980;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;CE;50 uds.;47.01;47,01 €;51
227;28981;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;BW;50 uds.;47.01;47,01 €;51
228;28982;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;;Guía de colores.;48.23;48,23 €;51
229;28983;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;Estelite universal flow puntas.;50 uds.;47.01;47,01 €;51
230;28984;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A1;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
231;28985;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A2;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
232;28986;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
233;28987;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3.5;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
234;28988;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA2;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
235;28989;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA3;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
236;28990;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;OPA4;1 jeringa de 1.8 ml. (3.0 gr.) + 10 puntas.;65.41;65,41 €;51
237;28991;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A1;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
238;28992;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A2;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
239;28993;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
240;28994;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A3.5;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
241;28995;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A4;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
242;28996;ESTELITE UNIVERSAL FLOW;Tokuyama;RESTAURACIÓN;A5;1 jeringa de 1.8 ml. (3.0;65.41;65,41 €;51
243;28948;ADHESIVO BOND FORCE II;Tokuyama;RESTAURACIÓN;Kit adhesivo 5 ml. + accesorios;;60.42;60,42 €;52
244;28949;ADHESIVO BOND FORCE II;Tokuyama;RESTAURACIÓN;Reposición adhesivo 5 ml.;;147.34;147,34 €;52
245;28950;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;U;1 jeringa de 1,8 ml. +;58.13;58,13 €;52
246;28951;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;B1;1 jeringa de 1,8 ml. +;58.13;58,13 €;52
247;28952;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A1;1 jeringa de 1,8 ml. +;58.13;58,13 €;52
248;28953;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A2;1 jeringa de 1,8 ml. +;58.13;58,13 €;52
249;28954;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A3;1 jeringa de 1,8 ml. +;58.13;58,13 €;52
250;28955;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;U;Caja;58.13;58,13 €;52
251;28956;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;B1;Caja;58.13;58,13 €;52
252;28957;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A1;Caja;58.13;58,13 €;52
253;28958;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A2;Caja;58.13;58,13 €;52
254;28959;ESTELITE BULK FILL FLOW;Tokuyama;RESTAURACIÓN;A3;Caja;58.13;58,13 €;52
255;38912;ADHESIVO UNIVERSAL BOND;Tokuyama;RESTAURACIÓN;Kit;Kit: 1 bote Universal pocillo de mezclas + 5u de pocillos de;145.22;145,22 €;52
256;38913;ADHESIVO UNIVERSAL BOND;Tokuyama;RESTAURACIÓN;Bond A (5ml);Kit: 1 bote Universal pocillo de mezclas + 5u de pocillos de;60.42;60,42 €;52
257;38914;ADHESIVO UNIVERSAL BOND;Tokuyama;RESTAURACIÓN;Bond B (4ml);Kit: 1 bote Universal pocillo de mezclas + 5u de pocillos de;60.42;60,42 €;52
258;18740;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;1 ud.;20 x 0,2 gr.;201.5;201,50 €;54
259;36750;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;B1;20 x 0,2 gr.;104.0;104,00 €;54
260;82572;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;D2;20 x 0,2 gr.;104.0;104,00 €;54
261;9005;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A1;1 jeringa x 3 gr.;70.8;70,80 €;54
262;9006;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A2;1 jeringa x 3 gr.;70.8;70,80 €;54
263;9007;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A3;1 jeringa x 3 gr.;70.8;70,80 €;54
264;9008;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A3.5;1 jeringa x 3 gr.;70.8;70,80 €;54
265;9009;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A4;1 jeringa x 3 gr.;70.8;70,80 €;54
266;9010;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;B2;1 jeringa x 3 gr.;70.8;70,80 €;54
267;9011;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;B3;1 jeringa x 3 gr.;70.8;70,80 €;54
268;9012;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;C1;1 jeringa x 3 gr.;70.8;70,80 €;54
269;9013;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;C2;1 jeringa x 3 gr.;70.8;70,80 €;54
270;9014;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;C3;1 jeringa x 3 gr.;70.8;70,80 €;54
271;90140;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;D2;1 jeringa x 3 gr.;70.8;70,80 €;54
272;9015;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;D3;1 jeringa x 3 gr.;70.8;70,80 €;54
273;9016;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A3.5 Dentina;1 jeringa x 3 gr.;70.8;70,80 €;54
274;9017;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A4 Dentina;1 jeringa x 3 gr.;70.8;70,80 €;54
275;9018;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;B2 Dentina;1 jeringa x 3 gr.;70.8;70,80 €;54
276;9019;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;T;1 jeringa x 3 gr.;70.8;70,80 €;54
277;9020;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;Bleach XL;1 jeringa x 3 gr.;70.8;70,80 €;54
278;9021;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;Bleach L;1 jeringa x 3 gr.;70.8;70,80 €;54
279;9022;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;Bleach I;1 jeringa x 3 gr.;70.8;70,80 €;54
280;9023;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;Bleach M;1 jeringa x 3 gr.;70.8;70,80 €;54
281;90231;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;A2 Dentina;1 jeringa x 3 gr.;70.8;70,80 €;54
282;90232;TETRIC EVOCERAM 1 JERINGA;Ivoclar Vivadent;RESTAURACIÓN;B1;1 jeringa x 3 gr.;70.8;70,80 €;54
283;9024;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A1;3 jeringas x 3 gr.;70.8;70,80 €;54
284;9025;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A2;3 jeringas x 3 gr.;70.8;70,80 €;54
285;9026;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A3;3 jeringas x 3 gr.;70.8;70,80 €;54
286;9027;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A3.5;3 jeringas x 3 gr.;70.8;70,80 €;54
287;9028;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A4;3 jeringas x 3 gr.;70.8;70,80 €;54
288;9029;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;B2;3 jeringas x 3 gr.;70.8;70,80 €;54
289;9031;TETRIC EVOCERAM 3 JERINGAS;Ivoclar Vivadent;RESTAURACIÓN;A3.5 Dentina;3 jeringas x 3 gr.;70.8;70,80 €;54
290;9045;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A1;20 x 0,2 gr.;104.0;104,00 €;54
291;9046;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A2;20 x 0,2 gr.;104.0;104,00 €;54
292;9047;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A3;20 x 0,2 gr.;104.0;104,00 €;54
293;9048;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A3.5;20 x 0,2 gr.;104.0;104,00 €;54
294;9049;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A4;20 x 0,2 gr.;104.0;104,00 €;54
295;9050;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;B2;20 x 0,2 gr.;104.0;104,00 €;54
296;9051;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;B3;20 x 0,2 gr.;104.0;104,00 €;54
297;9053;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;C2;20 x 0,2 gr.;104.0;104,00 €;54
298;9054;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;C3;20 x 0,2 gr.;104.0;104,00 €;54
299;9056;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;D3;20 x 0,2 gr.;104.0;104,00 €;54
300;9057;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A3.5 Dentina;20 x 0,2 gr.;104.0;104,00 €;54
301;9058;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;A4 Dentina;20 x 0,2 gr.;104.0;104,00 €;54
302;9059;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;B2 Dentina;20 x 0,2 gr.;104.0;104,00 €;54
303;9060;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;T;20 x 0,2 gr.;201.5;201,50 €;54
304;9061;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;Bleach I;20 x 0,2 gr.;201.5;201,50 €;54
305;97620;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;Bleach XL Dentina;20 x 0,2 gr.;201.5;201,50 €;54
306;97635;TETRIC EVOCERAM CAVIFIL;Ivoclar Vivadent;RESTAURACIÓN;Bleach M;20 x 0,2 gr.;201.5;201,50 €;54
307;23870;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A1;1 jeringa de 3 gr.;68.15;68,15 €;55
308;23870-23881;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;;1 jeringa de 3 gr.;68.15;68,15 €;55
309;23871;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A2;1 jeringa de 3 gr.;68.15;68,15 €;55
310;23872;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3;1 jeringa de 3 gr.;68.15;68,15 €;55
311;23873;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3.5;1 jeringa de 3 gr.;68.15;68,15 €;55
312;23874;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A4;1 jeringa de 3 gr.;68.15;68,15 €;55
313;23875;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;B1;1 jeringa de 3 gr.;68.15;68,15 €;55
314;23876;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;B2;1 jeringa de 3 gr.;68.15;68,15 €;55
315;23877;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;C2;1 jeringa de 3 gr.;68.15;68,15 €;55
316;23878;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A2 dentina;1 jeringa de 3 gr.;68.15;68,15 €;55
317;23879;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3.5 dentina;1 jeringa de 3 gr.;68.15;68,15 €;55
318;23880;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;Color T;1 jeringa de 3 gr.;68.15;68,15 €;55
319;23881;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;Color Bleach L;1 jeringa de 3 gr.;68.15;68,15 €;55
320;23882;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A1;3 jeringas de 3 gr.;194.0;194,00 €;55
321;23882-23887;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;;3 jeringas de 3 gr.;194.0;194,00 €;55
322;23883;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A2;3 jeringas de 3 gr.;194.0;194,00 €;55
323;23884;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3;3 jeringas de 3 gr.;194.0;194,00 €;55
324;23885;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3.5;3 jeringas de 3 gr.;194.0;194,00 €;55
325;23889;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A1;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
326;23890;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A2;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
327;23891;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
328;23892;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3.5;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
329;23892-23900;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
330;23893;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A4;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
331;23894;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;B1;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
332;23895;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;B2;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
333;23896;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;C2;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
334;23897;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A2 dentina;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
335;23898;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;A3.5 dentina;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
336;23899;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;Color T;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
337;23900;TETRIC PRIME;Ivoclar Vivadent;RESTAURACIÓN;Color Bleach L;20 cápsulas de 0,25 gr.;125.5;125,50 €;55
338;23830;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVA;1 jeringa;68.15;68,15 €;56
339;23831;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVB;1 jeringa;68.15;68,15 €;56
340;23832;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVW;1 jeringa;68.15;68,15 €;56
341;23833;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVB;;68.15;68,15 €;56
342;23834;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVW;;68.15;68,15 €;56
343;23835;TETRIC POWERFILL;Ivoclar Vivadent;RESTAURACIÓN;IVA;;68.15;68,15 €;56
344;23838;TETRIC POWERFLOW;Ivoclar Vivadent;RESTAURACIÓN;IVA;1;99.8;99,80 €;56
