id;referencia;nome_produto;marca;categoria;especificacao;caracteristicas;preco_eur;preco_formatado;pagina_catalogo
5615;60152;CERA ROSA MODELAR PLANCHAS;Bestdent;IMPRESIÓN;;500 gr.;14.76;14,76 €;537
5616;H01032;CERA ROSA MODELAR PLANCHAS;Reus;IMPRESIÓN;Caja de 2,5 kg.;Rectangular. 450;69.27;69,27 €;537
5617;H01033;CERA ROSA MODELAR PLANCHAS;Reus;IMPRESIÓN;Caja de 2,5 kg.;Rectangular. 450;69.27;69,27 €;537
5618;H20012;CERA ARTICULAR EN ARCADA;Proclinic;IMPRESIÓN;Amarilla-suave;Cera preformada en forma de arcada, acorta el tiempo para realizar los registros de mordida. Cuentan con un canal anatómico para un encerado fácil. Disponible en 2 durezas.;19.0;19,00 €;537
5619;H20014;CERA ARTICULAR EN ARCADA;Proclinic;IMPRESIÓN;Roja-media;Cera preformada en forma de arcada, acorta el tiempo para realizar los registros de mordida. Cuentan con un canal anatómico para un encerado fácil. Disponible en 2 durezas.;19.0;19,00 €;537
5620;H20810;CERA ARTICULAR BARRAS;Proclinic;IMPRESIÓN;;500 gr.;15.22;15,22 €;537
5621;H20814;CERA ARTICULAR BARRAS;Proclinic;IMPRESIÓN;Amarillas;500 gr.;15.22;15,22 €;537
5622;1730;SQUARE WAX ROPES (BARRAS;Hygenic;IMPRESIÓN;;44 barras. Utility.;24.39;24,39 €;538
5623;1734;BITE WAFERS (AZUL LAMINADA);Hygenic;IMPRESIÓN;;24 planchas en forma de arcada. altas. Sus características son punto de fusión superior, una rigidez;36.96;36,96 €;538
5624;2011;CERA ARTICULAR AMARILLA;Reus;IMPRESIÓN;;50 barras de 1 Necesita calentarse;24.39;24,39 €;538
5625;63580;CERA BOXING WAX REGULAR;Hygenic;IMPRESIÓN;;450 gr.;63.5;63,50 €;538
5626;6814;CERA ARTICULAR AMARILLA;Reus;IMPRESIÓN;;50 barras de 1 Necesita calentarse;20.03;20,03 €;538
5627;6815;SQUARE WAX ROPES (BARRAS;Hygenic;IMPRESIÓN;;44 barras. Utility.;23.97;23,97 €;538
5628;6816;CERA BOXING WAX REGULAR;Hygenic;IMPRESIÓN;;450 gr.;30.66;30,66 €;538
5629;0710;CUCHILLO DE CERA 1435;Carl Martin;IMPRESIÓN;;Pequeño, mango;21.8;21,80 €;539
5630;0768;ESPÁTULA DE CERA LE CRON;Carl Martin;IMPRESIÓN;;Grande, mang o madera.;21.8;21,80 €;539
5631;4980;CUCHILLO DE CERA 5200-2;Asa;IMPRESIÓN;;Grande, mang o madera.;25.9;25,90 €;539
5632;83175;ALMINAX WAX;KEMDENT;IMPRESIÓN;;250 g (10 planchas);15.99;15,99 €;539
5633;83176;ALMINAX WAFERS;KEMDENT;IMPRESIÓN;;20 unidades;15.99;15,99 €;539
5634;0828;CUBETAS PARCIALES IZQUIERDA;Hager & Werken;IMPRESIÓN;;2 unidades. acero ahora!;33.79;33,79 €;542
5635;74560;CUBETAS PARCIALES PERFORADAS;G.C.;IMPRESIÓN;Nº30 Superior Izq. Inferior Derecho;2 unidades. acero ahora!;35.35;35,35 €;542
5636;74561;CUBETAS PARCIALES PERFORADAS;G.C.;IMPRESIÓN;Nº31 Sup.Derecho, Inf. Izquierdo;2 unidades. acero ahora!;35.35;35,35 €;542
5637;4901;ESTUCHE;;IMPRESIÓN;;;176.45;176,45 €;543
5638;4906;ESTUCHE;;IMPRESIÓN;;;19.62;19,62 €;543
5639;4907;ESTUCHE;;IMPRESIÓN;L3;;19.62;19,62 €;543
5640;4908;ESTUCHE;;IMPRESIÓN;;;19.62;19,62 €;543
5641;4909;ESTUCHE;;IMPRESIÓN;L4;;19.62;19,62 €;543
5642;4910;ESTUCHE;;IMPRESIÓN;;;19.62;19,62 €;543
5643;4911;ESTUCHE;;IMPRESIÓN;L5;;19.62;19,62 €;543
5644;4983;ESTUCHE;;IMPRESIÓN;;;102.04;102,04 €;543
5645;4984;REPOSICIÓN Superiores;;IMPRESIÓN;;;19.62;19,62 €;543
5646;4985;ASA Inferiores;;IMPRESIÓN;L2;;19.62;19,62 €;543
5647;4986;ASA Inferiores;;IMPRESIÓN;L2;;11.8;11,80 €;543
5648;4987;ASA Inferiores;;IMPRESIÓN;;;11.8;11,80 €;543
5649;59390;PERFORADA Inferiores;;IMPRESIÓN;;;11.8;11,80 €;543
5650;59391;PERFORADA Inferiores;;IMPRESIÓN;L3;;11.8;11,80 €;543
5651;59392;PERFORADA Inferiores;;IMPRESIÓN;L4;;11.8;11,80 €;543
5652;59393;PERFORADA Inferiores;;IMPRESIÓN;;;11.8;11,80 €;543
5653;59394;PERFORADA Inferiores;;IMPRESIÓN;;;11.8;11,80 €;543
5654;59395;PERFORADA Inferiores;;IMPRESIÓN;L1;;11.8;11,80 €;543
5655;59396;PERFORADA Inferiores;;IMPRESIÓN;L5;;11.8;11,80 €;543
5656;59397;REPOSICIÓN Superiores;;IMPRESIÓN;L6;;11.8;11,80 €;543
5657;59398;REPOSICIÓN Superiores;;IMPRESIÓN;;;11.8;11,80 €;543
5658;59399;REPOSICIÓN Superiores;;IMPRESIÓN;;;11.8;11,80 €;543
5659;80200;CON;Bestdent;IMPRESIÓN;;;11.8;11,80 €;543
5660;80223;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;1 unidad. Lisa Perforada;110.7;110,70 €;543
5661;80259;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;16.75;16,75 €;543
5662;80260;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;16.75;16,75 €;543
5663;80264;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;125.63;125,63 €;543
5664;80265;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;125.63;125,63 €;543
5665;80266;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;16.75;16,75 €;543
5666;80267;REPOSICIÓN CUBETAS;Bestdent;IMPRESIÓN;;;16.75;16,75 €;543
5667;16073;CUBETA MIRATRAY 3 EN 1;Hager & Werken;IMPRESIÓN;Cuadrante - Amarilla (36 uds.);10 unidades. Con Superiores;21.7;21,70 €;544
5668;16074;CUBETA MIRATRAY 3 EN 1;Hager & Werken;IMPRESIÓN;Anterior - Púrpura (32 uds.);10 unidades. Con Superiores;49.62;49,62 €;544
5669;16075;CUBETA MIRATRAY 3 EN 1;Hager & Werken;IMPRESIÓN;Arcada Completa - Azul (28 uds.);10 unidades. Con Superiores;49.62;49,62 €;544
5670;38310;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;G Nº1;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5671;38320;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;G Nº2;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;25.16;25,16 €;544
5672;38330;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;M Nº3;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5673;38340;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;M Nº4;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;25.16;25,16 €;544
5674;38350;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;P Nº5;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5675;38360;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;P Nº6;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5676;38370;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;PARCIAL: S-Izda / I-Dcha - Nº;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5677;38380;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;PARCIAL: S-Dcha / I-Izda - Nº;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;21.7;21,70 €;544
5678;38390;CUBETAS PRESIDENT;Coltene;IMPRESIÓN;ANTERIOR - Nº9;Plástico rígido transparente.Con que las hacen rígidas como las metálicas. Para todo tipo de materiales. 12 uds. Superiores;25.16;25,16 €;544
5679;39020;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;S;10 unidades. Con Superiores;25.16;25,16 €;544
5680;39030;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;M;10 unidades. Con Superiores;25.16;25,16 €;544
5681;39040;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;L;10 unidades. Con Superiores;25.16;25,16 €;544
5682;39050;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;S;10 unidades. Con Superiores;25.16;25,16 €;544
5683;39060;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;M;10 unidades. Con Superiores;25.16;25,16 €;544
5684;39070;CUBETAS DE IMPRESIÓN;Solventum (3M);IMPRESIÓN;L;10 unidades. Con Superiores;25.16;25,16 €;544
5685;4350;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;7;1 unidad. Con reborde.;35.35;35,35 €;544
5686;4351;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;9;1 unidad. Con reborde.;35.35;35,35 €;544
5687;4352;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;14;1 unidad. Con reborde.;35.35;35,35 €;544
5688;4353;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;22;1 unidad. Con reborde.;35.35;35,35 €;544
5689;4354;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;24;1 unidad. Con reborde.;35.35;35,35 €;544
5690;4355;CUBETA DE NÍQUEL PARA;G.C;IMPRESIÓN;28;1 unidad. Con reborde.;35.35;35,35 €;544
5691;4625;CUBETAS COE SPACER;G.C.;IMPRESIÓN;G 1D Superiores;12 uds .;24.13;24,13 €;544
5692;4626;CUBETAS COE SPACER;G.C.;IMPRESIÓN;M 4D Superiores;12 uds .;24.13;24,13 €;544
5693;4627;CUBETAS COE SPACER;G.C.;IMPRESIÓN;;12 uds .;24.13;24,13 €;544
5694;4628;CUBETAS COE SPACER;G.C.;IMPRESIÓN;G 20 D Inferiores;12 uds .;7.61;7,61 €;544
5695;4629;CUBETAS COE SPACER;G.C.;IMPRESIÓN;M 21 D Inferiores;12 uds .;7.61;7,61 €;544
5696;4630;CUBETAS COE SPACER;G.C.;IMPRESIÓN;P 22 D Inferiores;12 uds .;7.61;7,61 €;544
5697;4631;CUBETAS COE SPACER;G.C.;IMPRESIÓN;Parcial dcha.-sup./izq.-inf.;12 uds .;7.61;7,61 €;544
5698;4632;CUBETAS COE SPACER;G.C.;IMPRESIÓN;Parcial izq.-sup./dcha.-Inf.;12 uds .;7.61;7,61 €;544
5699;4633;CUBETAS COE SPACER;G.C.;IMPRESIÓN;Anterior - 32 D;12 uds .;7.61;7,61 €;544
5700;54537;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Superiores grandes;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5701;54538;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Inferiores grandes;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5702;54539;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Superiores medianas;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5703;54540;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Inferiores medianas;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5704;54541;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Superiores pequeñas;Un solo uso. Bolsa Color azul.;35.35;35,35 €;544
5705;54542;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Inferiores pequeñas;Un solo uso. Bolsa Color azul.;35.35;35,35 €;544
5706;54543;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;parciales sup.izda./inf.dcha;Un solo uso. Bolsa Color azul.;35.35;35,35 €;544
5707;54544;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Parciales sup.der./inf.izda;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5708;54545;CUBETAS DE PLÁSTICO;Bestdent;IMPRESIÓN;Anteriores;Un solo uso. Bolsa Color azul.;7.61;7,61 €;544
5709;0816;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;Surtido 50 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;36.67;36,67 €;545
5710;0824;CUBETAS DE PLÁSTICO MINITRAY;Hager & Werken;IMPRESIÓN;;Caja de 50 uds. Perforadas. Para Manipulación con;31.99;31,99 €;545
5711;08240;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;S3 50 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;36.67;36,67 €;545
5712;08241;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;S2 50 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;36.67;36,67 €;545
5713;18754;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;I2 50 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;36.67;36,67 €;545
5714;18755;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;I3 50 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;36.67;36,67 €;545
5715;52594;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;Surtido Parciales. 100 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;82.71;82,71 €;545
5716;53593;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Nº 3. 6 uds.;Caja de 50 uds. Perforadas. Para Manipulación con;53.15;53,15 €;545
5717;55591;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Nº 1. 6 uds.;Caja de 50 uds. Perforadas. Para Manipulación con;53.15;53,15 €;545
5718;56590;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Nº 3. 6 uds.;;53.15;53,15 €;545
5719;57589;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Nº 2. 6 uds.;;53.15;53,15 €;545
5720;58588;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Nº 1. 6 uds.;;53.15;53,15 €;545
5721;59587;CUBETAS MIRATRAY IMPLANT;Hager & Werken;IMPRESIÓN;Kit 6 uds. (3 Sup.+3 Inf.);;53.15;53,15 €;545
5722;59589;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;S1 12 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;9.09;9,09 €;545
5723;59590;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;I1 12 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;9.09;9,09 €;545
5724;96449;CUBETAS DE PLÁSTICO MIRATRAY “UN USO”;Hager & Werken;IMPRESIÓN;I3 12 uds.;Perforadas. Esterilizables. Termomoldeables. Mango angulado.;9.09;9,09 €;545
5725;96997;CUBETAS BITE TRAY;Pacific Dental;IMPRESIÓN;Bite Tray Recto. Caja 50 uds.;;9.43;9,43 €;545
5726;96999;CUBETAS BITE TRAY;Pacific Dental;IMPRESIÓN;Soportes Bite Tray. Caja 4 uds.;;31.99;31,99 €;545
5727;0929;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;36.23;36,23 €;546
5728;2045;SUPERFORM COLOR;Vannini;IMPRESIÓN;;Realizadas en policarbonato. Esterilizables. 24 uds. +;111.08;111,08 €;546
5729;49191;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5730;49192;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;42.27;42,27 €;546
5731;49193;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5732;49194;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;36.23;36,23 €;546
5733;49195;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5734;49196;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5735;49197;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;27.1;27,10 €;546
5736;49198;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;42.27;42,27 €;546
5737;49199;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5738;49200;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5739;49201;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5740;49202;SUPERFORM COLOR;Vannini;IMPRESIÓN;;5 Superiores + 5 inferiores. Moldeables, sin reborde.;42.27;42,27 €;546
5741;49203;KIT ESTUCHE;Asa;IMPRESIÓN;Kit;;42.27;42,27 €;546
5742;49210;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;27.1;27,10 €;546
5743;49211;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;27.1;27,10 €;546
5744;49212;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;27.1;27,10 €;546
5745;49214;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;27.1;27,10 €;546
5746;49216;SUPERFORM COLOR;Vannini;IMPRESIÓN;;;27.1;27,10 €;546
5747;2271;PLANCHAS BASE;Silver Line;IMPRESIÓN;Rosas superiores;Caja 100 unidades.;92.57;92,57 €;547
5748;49867;INSTRUMENTO PUTTY CUT;Zhermack;IMPRESIÓN;Instrumento Recortador Putty;1 kg.;15.3;15,30 €;547
5749;59484;ALGITRAY BIODEGRADABLE;Zhermack;IMPRESIÓN;;1 kg.;57.55;57,55 €;547
5750;87210;SPRAY DISOLVENTE NARANJA;Hager & Werken;IMPRESIÓN;;200 ml;12.35;12,35 €;547
5751;H00011;DESINCRUSTADOR YESO/ALGINATO GREEN CLEAN CAVEX;Cavex;IMPRESIÓN;;1 Kg. PH neutro. Ecológico, biodeg radable.Aroma;28.8;28,80 €;547
5752;H00707;PLANCHAS BASE;Silver Line;IMPRESIÓN;;Caja 100 unidades.;92.57;92,57 €;547
5753;0938;PLANCHAS CLEAR RÍGIDAS;;IMPRESIÓN;2 mm. (.080);25 uds. Transparentes rígidas. Retenedores de ortodoncia, férulas de descarga rígidas y planchas de cirugía según grosor.;70.38;70,38 €;548
5754;21924;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Clear;Caja;36.55;36,55 €;548
5755;21925;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Clear;Caja;53.7;53,70 €;548
5756;21926;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Clear;Caja;64.52;64,52 €;548
5757;21927;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Mouthguard;Caja;61.96;61,96 €;548
5758;21928;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Mouthguard;Caja;67.69;67,69 €;548
5759;21929;PLANCHAS BESTDENT;Bestdent;IMPRESIÓN;Planchas Mouthguard;Caja;917.0;917,00 €;548
5760;8760;PLANCHAS BLANCAS RÍGIDAS;;IMPRESIÓN;3 mm (.125) 12 uds. Cubetas;Blancas rígidas.;25.86;25,86 €;548
5761;8776;MÁQUINA TERMOFORMADORA;Dentaflux;IMPRESIÓN;;Aparato termo moldeador preparado de cubetas, aparatos de ortodoncia,;917.0;917,00 €;548
5762;8779;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;Transparentes. Rígidas.;0,5 mm (,020). 50 uds. Provisionales y retenedores;64.57;64,57 €;548
5763;8780;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;(.120);0,5 mm (,020). 50 uds. Provisionales y retenedores;51.27;51,27 €;548
5764;8783;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;2 mm (.080) 25 uds. Planchas base.;0,5 mm (,020). 50 uds. Provisionales y retenedores;43.97;43,97 €;548
5765;8784;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;2 mm. (.080);0,5 mm (,020). 50 uds. Provisionales y retenedores;43.97;43,97 €;548
5766;8785;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;1´5 mm. (.060);;42.44;42,44 €;548
5767;8786;H100027 PLANCHAS MOUTHGUARD;;IMPRESIÓN;1´0 mm. (.040);12 u. Transparentes férulas según grosor.;37.99;37,99 €;548
5768;8788;PLANCHAS CLEAR RÍGIDAS;;IMPRESIÓN;1´0 mm. (.040);25 uds. Transparentes rígidas. Retenedores de ortodoncia, férulas de descarga rígidas y planchas de cirugía según grosor.;53.78;53,78 €;548
5769;8789;PLANCHAS CLEAR RÍGIDAS;;IMPRESIÓN;1´5 mm. (.060);25 uds. Transparentes rígidas. Retenedores de ortodoncia, férulas de descarga rígidas y planchas de cirugía según grosor.;70.85;70,85 €;548
5770;H00741;PLANCHAS TERMOFORMABLES BLANCAS - 060;Dentaflux;IMPRESIÓN;Planchas base blancas 1,5 mm. (060);25 unidades. Planchas base blancas Aplicaciones: registro de mordida.;17.44;17,44 €;548
5771;H100022;PLANCHAS CLEAR RÍGIDAS;;IMPRESIÓN;Caja x 12 unidades. 3,0 mm (120);25 uds. Transparentes rígidas. Retenedores de ortodoncia, férulas de descarga rígidas y planchas de cirugía según grosor.;34.87;34,87 €;548
5772;H100027;PLANCHAS TEMPORARY;Dentaflux;IMPRESIÓN;4 mm. (150);0,5 mm (,020). 50 uds. Provisionales y retenedores;64.57;64,57 €;548
5773;49209;Hollenback Tallador;;IMPRESIÓN;black;;177.59;177,59 €;553
5774;49213;SUPERFORM COLOR;Vannini;IMPRESIÓN;Nº 27;;27.1;27,10 €;553
5775;49215;SUPERFORM COLOR;Vannini;IMPRESIÓN;Nº 28;;27.1;27,10 €;553
5776;49217;SUPERFORM COLOR;Vannini;IMPRESIÓN;Nº 29;;27.1;27,10 €;553
5777;59681;Porta-agujas;;IMPRESIÓN;Castroviejo curvo;;;Sob consulta;553
5778;59683;Porta-agujas;;IMPRESIÓN;Mayo;;;Sob consulta;553
5779;59685;Porta-agujas;;IMPRESIÓN;;;;Sob consulta;553
5780;59686;Porta-agujas;;IMPRESIÓN;;;;Sob consulta;553
5781;59687;Porta-agujas;;IMPRESIÓN;;;;Sob consulta;553
5782;59691;Locklin Microcirugía;Proclinic;IMPRESIÓN;Kirkland;;;Sob consulta;553
5783;59692;Locklin Microcirugía;Proclinic;IMPRESIÓN;Orban;;;Sob consulta;553
5784;59694;Locklin Microcirugía;Proclinic;IMPRESIÓN;;;;Sob consulta;553
5785;59695;Locklin Microcirugía;Proclinic;IMPRESIÓN;;;;Sob consulta;553
5786;59697;Locklin Microcirugía;Proclinic;IMPRESIÓN;;;;Sob consulta;553
5787;59698;Locklin Microcirugía;Proclinic;IMPRESIÓN;periodoncia;;;Sob consulta;553
5788;59699;Locklin Microcirugía;Proclinic;IMPRESIÓN;;;;Sob consulta;553
5789;59700;Locklin Microcirugía;Proclinic;IMPRESIÓN;Microcirugía curva;;19.11;19,11 €;553
5790;59701;Locklin;Proclinic;IMPRESIÓN;Microcirugía recta;;74.27;74,27 €;553
5791;59702;OSTEÓTOMO;Proclinic;IMPRESIÓN;Para Suturas;;95.64;95,64 €;553
5792;59703;OSTEÓTOMO;Proclinic;IMPRESIÓN;;;95.64;95,64 €;553
5793;59704;Osteótomo con tope curvo OSTEÓTOMO;Proclinic;IMPRESIÓN;Para coronas;;15.29;15,29 €;553
5794;59705;Diagnóstico;Proclinic;IMPRESIÓN;Espejo N.4 C.S.;;21.22;21,22 €;553
5795;59706;PINZA ADSON;Proclinic;IMPRESIÓN;Espejo N.4 S.S.;;21.22;21,22 €;553
5796;59707;PINZA ADSON;Proclinic;IMPRESIÓN;Espejo N.5 C.S.;;;Sob consulta;553
5797;59720;PINZAS MOSQUITO RECTA DIENTES;Proclinic;IMPRESIÓN;;;22.51;22,51 €;553
5798;59726;PINZAS PARA FRAGMENTOS;Proclinic;IMPRESIÓN;Jeringas;;67.42;67,42 €;553
5799;59727;PINZAS PARA FRAGMENTOS;Proclinic;IMPRESIÓN;Para Dentina N.1;;;Sob consulta;553
5800;59729;R ef.: 59728 Para;;IMPRESIÓN;Para Dentina N.3;;;Sob consulta;553
5801;59730;R ef.: 59728 Para;;IMPRESIÓN;;;;Sob consulta;553
5802;59731;R ef.: 59728 Para;;IMPRESIÓN;;;;Sob consulta;553
5803;59732;R ef.: 59728 Para;;IMPRESIÓN;;;;Sob consulta;553
5804;59733;R ef.: 59728 Para;;IMPRESIÓN;;;;Sob consulta;553
5805;59734;R ef.: 59728 Para;;IMPRESIÓN;;;;Sob consulta;553
5806;59735;Ud.;;IMPRESIÓN;Cleoide-Discoide;;;Sob consulta;553
5807;59736;Ud.;;IMPRESIÓN;;;;Sob consulta;553
5808;59737;Ud.;;IMPRESIÓN;;;;Sob consulta;553
5809;59738;Ud.;;IMPRESIÓN;;;;Sob consulta;553
5810;59739;Ud.;;IMPRESIÓN;Modeladores;;;Sob consulta;553
5811;59740;Ud.;;IMPRESIÓN;;;;Sob consulta;553
5812;59742;Ud.;;IMPRESIÓN;Alveolar N.2;;;Sob consulta;553
5813;59743;Ud.;;IMPRESIÓN;Alveolar N.3;;;Sob consulta;553
5814;59744;CUBETAS PERFORADAS REBORDE GIRATORIAS;Proclinic;IMPRESIÓN;;2 unidades: 1 para;;Sob consulta;553
5815;59745;CUBETAS PERFORADAS REBORDE GIRATORIAS;Proclinic;IMPRESIÓN;;2 unidades: 1 para;;Sob consulta;553
5816;59746;CUBETAS PERFORADAS REBORDE GIRATORIAS;Proclinic;IMPRESIÓN;Excavador N.18;2 unidades: 1 para;;Sob consulta;553
5817;59748;CUBETAS PERFORADAS REBORDE GIRATORIAS;Proclinic;IMPRESIÓN;Goldstein N.2;2 unidades: 1 para;24.02;24,02 €;553
5818;59749;CUBETAS PARCIALES DERECHA +;Proclinic;IMPRESIÓN;Goldstein N.3;2 unidades;25.08;25,08 €;553
5819;59750;10 uds. KIT CUBETAS PERFORADAS CON REBORDE;Proclinic Estuche con 10 cubetas;IMPRESIÓN;10 Ud.;10 unidades y con reborde retentivo. Contiene 5 cubetas superiores y 5 cubetas inferiores. Tamaños: U1, U2, U3, U4, U5 y L1, L2, L3, L4, L5. Tamaños: U1, U2, U3, U4, U5 y L1, L2, L3, L4, L5.;134.87;134,87 €;553
5820;59751;CINCELES;Hu-Friedy;IMPRESIÓN;N.1;;125.07;125,07 €;553
5821;59752;CINCELES;Hu-Friedy;IMPRESIÓN;N.7;;27.34;27,34 €;553
5822;59753;CINCELES;Hu-Friedy;IMPRESIÓN;N.13;;27.34;27,34 €;553
